place_id,country,name,addr,lat,lng,maps_url,primary_type,types,business_status,rating,user_rating_count,found_via_query,found_via_region
ChIJjcPJrr0J-TIRCbMnGpFERMI,PH,Balai Kapehan,"XFX4+PP7, Toril, Davao City, Davao del Sur",6.9992912,125.45678749999999,https://maps.google.com/?cid=13998388931774100233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.4,54,kape roaster,Davao
ChIJ9_21MlyZqTMRHoEQC5Lbl9A,PH,C.BREW,"18 Acacia St, Camputhaw, Cebu City, 6000 Cebu",10.3182698,123.90100079999999,https://maps.google.com/?cid=15030723701669658910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,5,54,coffee roaster;coffee roastery;specialty coffee roaster,Cebu
ChIJk9h-eLuZqTMRuV5-T0xGK7A,PH,KAPE TA! COFFEE,"9W9H+948 Alfonso A. Arcilla, Cebu City, Cebu",10.368402399999999,123.92784119999999,https://maps.google.com/?cid=12694317268239015609&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.3,54,kape roaster,Cebu
ChIJI45SHIu3lzMRodIyT3QVj_U,PH,Dark Roast Coffeehouse,"107 Maginhawa, Diliman, Quezon City, 1101 Kalakhang Maynila",14.646254800000001,121.0605179,https://maps.google.com/?cid=17694385050251088545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.3,53,coffee roaster,Manila_QC
ChIJz0Ovgddr-TIRNeK-V6XnATE,PH,Lot 38 Kape,"Lot 38 Block 4 Phase 1, Deca Homes Indangan, Block 4, Lot 1, Phase I, Buhangin, Davao City, 8000 Davao del Sur",7.1520112,125.59628039999998,https://maps.google.com/?cid=3531358280162927157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,food,point_of_interest,establishment",OPERATIONAL,4.8,53,coffee roaster;kape roaster,Davao
ChIJBe1QaJDLlzMRNSHAocIkRLQ,PH,Millibean Cafe + Roastery,"1108 A. Mabini St, Ermita, Manila, 1000 Metro Manila",14.5796109,120.9805934,https://maps.google.com/?cid=12989547643599331637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,5,53,coffee roaster;coffee roastery;specialty coffee roaster,Manila_Makati
ChIJAf29GAC3lzMRT0c3mwBoSJI,PH,Second Mile Coffee - New Manila,"92 4th Street, cor Broadway Ave, Mariana, Quezon City, 1112 Metro Manila",14.6142122,121.03158769999997,https://maps.google.com/?cid=10540789279674025807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_roastery,"coffee_roastery,coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.4,51,kape roaster;coffee roastery,Manila_Makati
ChIJyXJu1frJlzMR8HMUj4qE31s,PH,Parameter Coffee,"Apartments, L'Ermitage, Makati City, Metro Manila",14.5599718,121.02369449999999,https://maps.google.com/?cid=6620155707898754032&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4,49,coffee roaster;coffee roastery;specialty coffee roaster;kape roaster,Manila_Makati
ChIJ3YiQrBbJlzMR_3plBxBP7ss,PH,BREAK and BREW by: Kape Urban,"731 Sgt. Bumatay, Mandaluyong, Mandaluyong City, 1550 Kalakhang Maynila",14.5749272,121.0343717,https://maps.google.com/?cid=14694769564418669311&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,sports_complex,event_venue,food_store,store,sports_activity_location,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.8,48,coffee roaster;kape roaster,Manila_Makati
ChIJbenvwIeZqTMRgiWuz2cNBQ4,PH,Coffee Chronicles,"100, Sacred Heart Village, San-Isidro, Talisay, 6045 Cebu",10.258049,123.84482949999997,https://maps.google.com/?cid=1010228430931633538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.7,47,coffee roaster;coffee roastery;specialty coffee roaster,Cebu
ChIJw9IOtQDv3IARnWyy-1rVS94,PH,Kape Roasters,"28971 Golden Lantern # A110, Laguna Niguel, CA 92677, USA",33.5418164,-117.69230300000001,https://maps.google.com/?cid=16018131086419848349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.7,47,kape roaster,Cebu
ChIJwyu9ic7PlzMRSD6i0-kpfZo,PH,Coffee Supply Co.,"Unit 3, Clean Fuel, Alabang–Zapote Rd, G, CXWR+HCJ, 47, Las Piñas, 1750 Metro Manila",14.4466985,120.99088629999999,https://maps.google.com/?cid=11132099938184478280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.8,44,specialty coffee roaster,Manila_Makati
ChIJn4NYRKILvTMRIKiQvEpwnME,PH,KAPETAIO,"055 Sangalang St., Brgy. Sangalang, Poblacion, Lemery, Batangas",13.8842571,120.91086899999999,https://maps.google.com/?cid=13951149211980441632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,5,44,kape roaster,Tagaytay
ChIJ-5_61Si3lzMReiOrUFz9xHo,PH,Brew and Barrel Cafe + Roastery,"79 Doña Hemady St, Mariana, new manila, Quezon City, 1103 Metro Manila",14.6235427,121.03155269999999,https://maps.google.com/?cid=8846474140994708346&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,coffee_roastery,restaurant,food,point_of_interest,establishment",OPERATIONAL,4.8,43,coffee roastery;specialty coffee roaster,Manila_Makati
ChIJxRZN5LG3lzMRvsy2c0eVS-w,PH,Coffee Theory Roasters - Esteban Abada,"88 Esteban Abada St, Quezon City, 1800 Metro Manila",14.641159900000002,121.07320829999998,https://maps.google.com/?cid=17026866950320868542&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,point_of_interest,food,establishment",OPERATIONAL,4.7,43,coffee roaster;specialty coffee roaster;coffee roastery,Manila_Makati
ChIJg_XjUVa3lzMRTmtaJjdknWE,PH,3lixir Coffee,"25 Central Ave, Quezon City, Metro Manila",14.662501599999999,121.04830430000001,https://maps.google.com/?cid=7033888381052021582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.1,42,coffee roastery,Manila_QC
ChIJD_ALHQCZqTMR3UdzLOoR1rY,PH,Coffee Factory 88th Avenue,"Unit C113, 88th Avenue Gov. M. Cuenco Ave, Cebu City, 6000 Cebu",10.327935199999999,123.90925109999999,https://maps.google.com/?cid=13174737457384736733&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.7,42,coffee roaster;coffee roastery;specialty coffee roaster,Cebu
ChIJBRQHwemDvTMRzb9MW0-cujw,PH,Kape-Fied,"5V3V+4P, Indang, Cavite",14.152799,120.89435370000001,https://maps.google.com/?cid=4375981852591964109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.5,42,kape roaster,Tagaytay
ChIJISP0C6NTljMRWbLjMfUUPLs,PH,TREY Coffee Roasters,"PNR Road, Catmon, Malolos, 3000 Bulacan",14.852456100000001,120.81528329999999,https://maps.google.com/?cid=13491681627031712345&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,restaurant,point_of_interest,food,establishment",OPERATIONAL,4.7,42,specialty coffee roaster,Manila_QC
ChIJYXwbIgC3lzMRWdF6roioAHw,PH,CRAFT COFFEE ROASTERY,"Sky Garden, Sm North EDSA, Quezon City, Metro Manila",14.655483199999999,121.03234259999999,https://maps.google.com/?cid=8935326965699367257&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",OPERATIONAL,4.8,41,coffee roastery;specialty coffee roaster;kape roaster,Manila_Makati
ChIJeVYUdnFt-TIRkWs7Oz7QQJk,PH,Craft Coffee & Roastery,"Ground floor Dacudao 888 Bldg. Vinson, Cor Dacudao Ave, Poblacion District, Davao City, 8000 Davao del Sur",7.0869665,125.62108749999999,https://maps.google.com/?cid=11043055252012755857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe,"cafe,point_of_interest,food,establishment",OPERATIONAL,4.7,41,coffee roaster;coffee roastery;specialty coffee roaster,Davao
ChIJp7NttGyZqTMRYG-rs-UQdJI,PH,Equilibrium Intertrade Corporation,"H Abellana, Canduman, Mandaue, 6014 Cebu",10.3655583,123.93800399999999,https://maps.google.com/?cid=10553078405583826784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.8,41,coffee roaster;specialty coffee roaster;kape roaster,Cebu
ChIJBaLFCxZt-TIRUg_an6pxNbU,PH,Kapeweñoz Dacudao,"Balai Belen Travellers Lodge, Block 8 Lot 5 Garnet Street, RGA Village, Dacudao Ave, Davao City, 8000 Davao del Sur",7.091888099999999,125.6185626,https://maps.google.com/?cid=13057467672270868306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_shop,"coffee_shop,cafe,food_store,store,point_of_interest,food,establishment",OPERATIONAL,4.8,41,kape roaster,Davao
ChIJ_y08YbLZlzMRGCuoUiBRbLo,PH,Alon ng Kape (Specialty Coffee and Roastery),"2nd Floor, OJCCC Casquero Building, Platero, Biñan, 4024 Laguna",14.323818399999999,121.087942,https://maps.google.com/?cid=13433200987806903064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,coffee_roastery,"coffee_roastery,cafe,point_of_interest,food,establishment",OPERATIONAL,5,40,specialty coffee roaster;kape roaster;coffee roastery,Manila_Makati
